公司简称,公司全称,公司性质,公司规模,公司所在行业,JD数量,公司所在地_1,公司所在地_2,公司排序
,荣进电子,民营企业,150-500人,快消/百货/批发/零售,12,广东,深圳,7
,药明康德,民营企业,2000人以上,生物/健康/制药/医疗,165,上海,上海,5
,荷兰蔻帝,民营企业,50-150人,房产/家居/建筑/物业,29,上海,上海,8
,荷美尔中国,外资企业,2000人以上,快消/百货/批发/零售,53,上海,上海,5
,莆田名乐,民营企业,15-50人,互联网/游戏/软件,8,福建,莆田,9
,莫兰多,民营企业,50-150人,互联网/游戏/软件,43,四川,四川,8
,莱乐,民营企业,15-50人,企业服务/咨询,3,上海,上海,9
,莱迪思半导体,外资企业,150-500人,电子/通信/硬件,6,上海,上海,7
,菀草壹,民营企业,150-500人,快消/百货/批发/零售,47,浙江,杭州,7
,菁正咨询,民营企业,少于15人,公共事业/政府/NGO,30,北京,北京,10
,菠萝在线,民营企业,150-500人,教育/培训,12,上海,上海,7
,菲思特生物,民营企业,50-150人,医疗/健康/制药/生物,9,湖北,武汉,8
,菲特中国,外资企业,50-150人,汽车/机械/制造,5,江苏省,南京市,8
,菲鹏生物,股份制企业,500-2000人,生物/健康/制药/医疗,343,广东,东莞市,6
,萝奥地产,民营企业,2000人以上,房产/家居/物业/建筑,9,广东省,广州市,5
,蒙泰物贸,民营企业,50-150人,化工/能源/环保,11,内蒙古,包头,8
,蒙牛乳业,股份制企业,2000人以上,快消/百货/批发/零售,11,北京/全国,北京,5
,蒙特空气,外资企业,150-500人,汽车/机械/制造,20,北京,北京,7
,蒙特莱,民营企业,150-500人,快消/百货/批发/零售,14,广东,广州,7
,蓉发金属加工,民营企业,50-150人,汽车/机械/制造,16,四川,四川,8
,蓝信移动,民营企业,150-500人,软件/互联网/游戏,113,北京,北京,7
,蓝光西安分公司,民营企业,150-500人,金融/经济/投资/财会,7,陕西,西安,7
,蓝发糖浆,民营企业,15-50人,快消/百货/批发/零售,24,广西,南宁,9
,蓝图创投,民营企业,15-50人,投资/经济/财会/金融,14,北京,北京,9
,蓝标传媒,民营企业,2000人以上,广告/传媒/公关/展览,18,全国,,5
,蓝海时代,民营企业,50-150人,互联网/游戏/软件,30,辽宁,沈阳,8
,蓝海智核能源,民营企业,15-50人,环保/化工/能源,385,山东,青岛,9
,蓝深科技,民营企业,500-2000人,软件/互联网/游戏,81,广东,广州,6
,蓝港互动集团,民营企业,500-2000人,互联网/游戏/软件,21,北京,北京,6
,蓝湖,民营企业,150-500人,软件/互联网/游戏,63,北京,北京,7
,蓝禾技术,民营企业,500-2000人,软件/互联网/游戏,74,广东,深圳市,6
,蓝达凯,合伙企业,15-50人,医疗/健康/制药/生物,12,广东省,广州市,9
,蔚莱传媒,民营企业,50-150人,传媒/广告/展览/公关,7,云南,昆明,8
,蔚蓝科技,民营企业,少于15人,互联网/游戏/软件,21,广东,广州,10
,蔚蓝长龙,民营企业,15-50人,教育/培训,6,四川,四川,9
,蔚车,民营企业,150-500人,汽车/机械/制造,21,浙江,杭州,7
,蔡司医疗,外资企业,50-150人,医疗/健康/制药/生物,17,广东,广州市,8
,蔻诚电商,民营企业,500-2000人,软件/互联网/游戏,42,浙江,杭州,6
,蕲艾专卖店,民营企业,少于15人,快消/百货/批发/零售,2,广东,佛山,10
,薇诺娜 ,股份制企业,2000人以上,快消/百货/批发/零售,20,上海,上海,5
,薯片影业,民营企业,少于15人,广告/传媒/公关/展览,5,北京,北京,10
,藏象教育,民营企业,150-500人,互联网/游戏/软件,10,北京,北京,7
,蘑菇物联,民营企业,150-500人,互联网/游戏/软件,15,广东,广州,7
,虎扑,民营企业,150-500人,软件/互联网/游戏,72,上海,上海,7
,虹科,民营企业,15-50人,电子/通信/硬件,692,陕西省/广东省/上海市,广州市/市辖区/西安市,9
,虹软科技,外资企业,500-2000人,互联网/游戏/软件,18,浙江省,杭州市,6
,蚂蚁集团,股份制企业,2000人以上,软件/互联网/游戏,38,浙江,杭州,5
,蜂巢SCRM,民营企业,50-150人,互联网/游戏/软件,28,广东,广州,8
,蜂灯科技,民营企业,15-50人,软件/互联网/游戏,29,上海,上海,9
,蜗壳科技,股份制企业,15-50人,不限,12,广东,广州市/东莞市,9
,蜜堂有信,民营企业,15-50人,企业服务/咨询,33,北京,北京,9
,蜜獾工坊,民营企业,15-50人,互联网/游戏/软件,12,北京,北京,9
,融360,外资企业,500-2000人,软件/互联网/游戏,29,北京,北京,6
,融中集团,民营企业,50-150人,投资/经济/财会/金融,168,北京,北京,8
,融先科技,民营企业,150-500人,互联网/游戏/软件,91,浙江,杭州,7
,融创东南环沪公司,民营企业,2000人以上,房产/家居/物业/建筑,15,浙江,嘉兴,5
,融创中国东南区域集团,民营企业,2000人以上,房产/家居/建筑/物业,83,浙江,杭州,5
,融创中国豫东公司,民营企业,2000人以上,房产/家居/建筑/物业,79,河南,郑州,5
,融创中国郑州发展公司,股份制企业,500-2000人,房产/家居/物业/建筑,13,河南,郑州,6
,融创物业,民营企业,2000人以上,房产/家居/建筑/物业,259,江苏,南京,5
,融创物业徐州分公司,股份制企业,2000人以上,房产/家居/建筑/物业,53,江苏,徐州,5
,融创青岛公司,民营企业,2000人以上,房产/家居/物业/建筑,135,山东,青岛,5
,融慧金科,民营企业,150-500人,投资/经济/财会/金融,129,北京,北京,7
,融易云,民营企业,15-50人,金融/经济/投资/财会,31,广东,广州,9
,融润贸易,民营企业,少于15人,快消/百货/批发/零售,14,广东,广州,10
,融盛按揭,社会团体,50-150人,金融/经济/投资/财会,27,广东,广州,8
,融航信息,股份制企业,50-150人,互联网/游戏/软件,16,上海,上海,8
,融顺昌,民营企业,50-150人,投资/经济/财会/金融,45,成都,成都,8
,螳螂慧视,外资企业,15-50人,电子/通信/硬件,13,上海,上海,9
,行丰银拓,民营企业,150-500人,软件/互联网/游戏,59,北京,北京,7
,行动教育,民营企业/股份制企业,2000人以上,咨询/企业服务/游戏/软件/互联网,94,上海/北京,上海/北京,5
,行如云汽车,民营企业,少于15人,汽车/机械/制造,1,广西,南宁,10
,衍合投资,民营企业,15-50人,金融/经济/投资/财会,20,上海,上海,9
,衍复投资,民营企业,50-150人,投资/经济/财会/金融,17,上海,上海,8
,衍盛中国,民营企业,15-50人,金融/经济/投资/财会,6,广东,深圳,9
,衡水滨湖志臻中学,民营企业,500-2000人,教育/培训,3,河北,衡水,6
,衡泰技术,外资企业,500-2000人,投资/经济/财会/金融,162,浙江,省直辖县级行政区划,6
,衫数科技,民营企业,150-500人,互联网/游戏/软件,24,四川,四川,7
,袋鼠云,民营企业,500-2000人,软件/互联网/游戏,33,全国,,6
,裕隆,民营企业,50-150人,医疗/健康/制药/生物,12,上海,上海,8
,西人马,民营企业,500-2000人,电子/通信/硬件,106,福建,泉州,6
,西子联合,民营企业,2000人以上,制造/汽车/机械,11,浙江,杭州,5
,西子联合工程,民营企业,150-500人,化工/能源/环保,100,浙江,杭州,7
,西安SKP,民营企业,500-2000人,快消/百货/批发/零售,1,陕西,西安,6
,西安传化盛世,股份制企业,500-2000人,房产/家居/物业/建筑,48,陕西,西安,6
,西安凯勃,民营企业,150-500人,互联网/游戏/软件,12,陕西,西安,7
,西安葡萄城,外资企业,150-500人,软件/互联网/游戏,26,陕西省,西安市,7
,西宏医药,民营企业,150-500人,医疗/健康/制药/生物,23,四川,四川,7
,西山鸿坤,民营企业,15-50人,房产/家居/物业/建筑,9,北京,北京,9
,西川服装,民营企业,15-50人,企业服务/咨询,4,上海,上海,9
,西海格商,股份制企业,15-50人,互联网/游戏/软件,16,浙江,杭州,9
,西点信息,民营企业,50-150人,软件/互联网/游戏,257,陕西,西安,8
,西苑资本,民营企业,15-50人,金融/经济/投资/财会,6,上海,上海,9
,西蒙电气,外资企业,500-2000人,电子/通信/硬件,14,上海,上海,6
,西藏金信投资有限公司,国有企业,15-50人,金融/经济/投资/财会,9,四川,四川,9
,西门子中国,外资企业,2000人以上,制造/汽车/机械,125,北京,北京,5
,西门子能源,外资企业,2000人以上,化工/能源/环保,22,上海,上海,5
,见守沈阳,民营企业,15-50人,企业服务/咨询,8,辽宁,沈阳,9
,观山科技,民营企业,50-150人,互联网/游戏/软件,11,浙江,杭州,8
,观所,民营企业,15-50人,房产/家居/物业/建筑,4,江苏,南通,9
,视捷光电,民营企业,50-150人,电子/通信/硬件,20,广东,深圳,8
,视洞科技,民营企业,50-150人,软件/互联网/游戏,78,浙江,杭州市,8
,视盐文化,民营企业,50-150人,广告/传媒/公关/展览,1,北京,北京,8
,览众数据,民营企业,150-500人,互联网/游戏/软件,37,浙江省,杭州市,7
,觉晓教育科技,民营企业,150-500人,移动互联网/互联网/电子商务,28,重庆市,重庆,7
,解码DNA,民营企业,50-150人,医疗/健康/制药/生物,3,上海,上海,8
,触及康,民营企业,少于15人,医疗/健康/制药/生物,11,广东,深圳,10
,誉林,民营企业,少于15人,环保/化工/能源,9,广东,汕头,10
,誉泰瑞思,民营企业,150-500人,互联网/游戏/软件,13,江苏省,南京市,7
,认养一头牛,民营企业,500-2000人,游戏/其他/农林牧渔/软件/互联网,73,浙江/河北,杭州/衡水,6
,讯飞启明,民营企业,500-2000人,互联网/游戏/软件,59,广东,广州,6
,记忆科技,民营企业,2000人以上,电子/通信/硬件,58,四川,四川,5
,译国译民,民营企业,150-500人,教育/培训,109,湖北省,武汉市,7
,译禾,民营企业,50-150人,互联网/游戏/软件,19,广东,广州,8
,诗悦网络,民营企业,500-2000人,互联网/游戏/软件,54,广东,广州,6
,诗晗教育,民营企业,15-50人,教育/培训,18,山东,聊城,9
,诗莉莉 ,外资企业,500-2000人,餐饮/酒店/旅游/娱乐,3,浙江,杭州,6
,诚源华鑫,民营企业,50-150人,企业服务/咨询,8,陕西,西安,8
,话本小说,民营企业,15-50人,软件/互联网/游戏,49,北京,北京,9
,语典营地,民营企业,15-50人,教育/培训,15,广东,东莞市,9
,诺亚控股,民营企业,2000人以上,投资/经济/财会/金融,134,上海,上海,5
,诺倬力机电,民营企业,50-150人,制造/汽车/机械,28,上海,上海,8
,诺博医疗,民营企业,150-500人,电子/通信/硬件,24,广东,深圳,7
,诺基亚上海贝尔,外资企业,2000人以上,电子/通信/硬件,8,上海,上海,5
,诺尔供应链,民营企业,150-500人,交通/贸易/物流,20,上海,上海,7
,诺思微系统,民营企业,500-2000人,电子/通信/硬件,14,天津,天津,6
,诺欣商贸,民营企业,50-150人,农林牧渔/其他,7,广东省,东莞市,8
,诺瓦科技,民营企业,500-2000人,电子/通信/硬件,166,陕西,西安,6
,诺诚健华InnoCarePharma,外资企业,150-500人,生物/健康/制药/医疗,22,北京,北京,7
,诺诺网络,民营企业,150-500人,互联网/游戏/软件,66,江西省,南昌市,7
,读书时(天津)电子商务有限公司,民营企业,15-50人,教育/培训,10,天津,天津,9
,读书郎教育科技有限公司,民营企业,500-2000人,培训/教育,114,广东,中山市,6
,读蜜,民营企业,15-50人,广告/传媒/公关/展览,16,北京,北京,9
,课窝教育,民营企业,50-150人,软件/互联网/游戏,23,江苏,南京,8
,谁与,民营企业,150-500人,互联网/游戏/软件,12,浙江,杭州,7
,谛盈商贸,民营企业,150-500人,快消/百货/批发/零售,8,河北,石家庄,7
,谦诚桩工,股份制企业,150-500人,房产/家居/物业/建筑,1,,,7
,谱育科技,民营企业,2000人以上,化工/能源/环保,50,浙江,杭州市,5
,谷川科技,民营企业,500-2000人,互联网/游戏/软件,23,天津,天津,6
,谷川联行,民营企业,500-2000人,咨询/企业服务,46,全国,,6
,谷斗科技,外资企业,50-150人,互联网/游戏/软件,58,上海,上海,8
,谷菱房产,民营企业,150-500人,企业服务/咨询,6,湖北,武汉,7
,豌豆思维,民营企业,2000人以上,教育/培训,35,全国,,5
,象屿农产,国有企业,2000人以上,农林牧渔/其他,46,全国,,5
,象屿壳牌,外资企业,150-500人,化工/能源/环保,11,福建,,7
,象屿海装,国有企业,2000人以上,汽车/机械/制造,117,江苏,南通,5
,象石实业,民营企业,150-500人,贸易/交通/物流,17,浙江,杭州市,7
,象限科技,民营企业,2000人以上,汽车/机械/制造,175,浙江,杭州,5
,豪亿地产,民营企业,500-2000人,房产/家居/建筑/物业,22,云南,昆明,6
,豪森智源,民营企业,150-500人,互联网/游戏/软件,17,辽宁,大连,7
,豪雅集团,民营企业,500-2000人,快消/百货/批发/零售,161,浙江,宁波,6
,豫园股份财务共享中心,民营企业,2000人以上,快消/百货/批发/零售,20,上海,上海,5
,豹亮科技,民营企业,150-500人,软件/互联网/游戏,132,广东,深圳,7
,贝乐计画,民营企业,150-500人,教育/培训,15,广东,惠州,7
,贝卡尔特(中国)技术研发有限公司,外资企业,2000人以上,制造/汽车/机械,61,江苏,无锡,5
,贝叶智能,民营企业,50-150人,互联网/游戏/软件,15,北京,北京,8
,贝塔斯曼欧唯特,外资企业,2000人以上,广告/传媒/公关/展览,12,上海,上海,5
,贝富科技,民营企业,15-50人,互联网/游戏/软件,7,上海市,市辖区,9
,贝尔信息,民营企业,少于15人,互联网/游戏/软件,48,广东,深圳,10
,贝思特电气 ,民营企业,2000人以上,汽车/机械/制造,12,浙江,嘉兴,5
,贝肯咨询,民营企业,15-50人,咨询/企业服务,36,广东,广州市/深圳市/无锡市,9
,贝贝帮,民营企业,50-150人,培训/教育,27,上海,上海,8
,财富引擎,民营企业,50-150人,金融/经济/投资/财会,4,北京,北京,8
,财捷,民营企业,50-150人,金融/经济/投资/财会,21,广东省,广州市,8
,财盈通科技,民营企业,500-2000人,软件/互联网/游戏,100,广东,深圳,6
,贤达,民营企业,50-150人,企业服务/咨询,10,江苏,淮安,8
,质心教育,民营企业,50-150人,培训/教育,53,北京,北京,8
,质数猜想,民营企业,50-150人,企业服务/咨询,15,全国,,8
,贪玩游戏,民营企业,150-500人,互联网/游戏/软件,7,广东省,广州市,7
,贵阳百捷,事业单位,50-150人,快消/百货/批发/零售,38,贵州,贵阳,8
,费马艺术馆,民营企业,15-50人,广告/传媒/公关/展览,44,四川,四川,9
,贺佰狮,外资企业,15-50人,互联网/游戏/软件,13,广东,深圳,9
,贺唐智能,民营企业,50-150人,互联网/游戏/软件,7,上海,上海,8
,资和信,民营企业,500-2000人,金融/经济/投资/财会,14,北京,北京,6
,资芯电子,民营企业,50-150人,电子/通信/硬件,14,广东,中山市,8
,赋优财经,民营企业,50-150人,金融/经济/投资/财会,9,上海,上海,8
,赛为智能,民营企业,500-2000人,软件/互联网/游戏,36,安徽,合肥,6
,赛伯乐仪器,民营企业,15-50人,医疗/健康/制药/生物,20,北京,北京,9
,赛勒,民营企业,15-50人,电子/通信/硬件,139,上海,上海,9
,赛博威,民营企业,500-2000人,互联网/游戏/软件,13,广东,广州,6
,赛博辰星,民营企业,15-50人,互联网/游戏/软件,17,北京,北京,9
,赛可智能,国有企业,150-500人,汽车/机械/制造,140,上海,上海,7
,赛商数据,民营企业,15-50人,不限,17,上海,上海,9
,赛意信息,股份制企业,2000人以上,软件/互联网/游戏,100,广东,广州,5
,赛瑞优托,股份制企业,少于15人,不限,3,安徽,芜湖,10
,赛纳生物,民营企业,150-500人,医疗/健康/制药/生物,22,北京,北京,7
,赛维时代,民营企业,2000人以上,互联网/游戏/软件,88,广东,深圳,5
,赛轮集团,股份制企业,2000人以上,环保/化工/能源,349,山东,青岛,5
,赛迪区块链研究院,国有企业,15-50人,企业服务/咨询,65,山东,青岛,9
,赛迪热工环保,国有企业,150-500人,咨询/企业服务,29,重庆市,重庆,7
,赢合科技,股份制企业,2000人以上,化工/能源/环保,41,广东,惠州,5
,赢家时尚集团,股份制企业,2000人以上,快消/百货/批发/零售,174,广东,深圳,5
,赢家股,民营企业,15-50人,金融/经济/投资/财会,12,四川,四川,9
,赣州正大实业有限公司吉安分公司,外资企业,2000人以上,农林牧渔/其他,56,江西,吉安,5
,赣州霄客,民营企业,150-500人,互联网/游戏/软件,10,江西,赣州,7
,赣电防雷,民营企业,50-150人,不限,6,浙江,温州,8
,赫基集团,股份制企业,2000人以上,快消/百货/批发/零售,219,广东,广州,5
,赫狮传媒,民营企业,15-50人,互联网/游戏/软件,87,上海,上海,9
,起点传媒,民营企业,15-50人,广告/传媒/公关/展览,38,四川,四川,9
,起硕,民营企业,15-50人,互联网/游戏/软件,91,天津,天津,9
,超图SuperMap,,2000人以上,互联网/移动互联网/电子商务,14,四川,四川,5
,超级维权,国有企业,15-50人,软件/互联网/游戏,52,辽宁,大连,9
,越亮传奇,外资企业,500-2000人,互联网/游戏/软件,38,河北省,,6
,越仲怡城,国有企业,500-2000人,房产/家居/物业/建筑,76,广东,广州,6
,越秀物业广东科学中心,国有企业,500-2000人,餐饮/酒店/旅游/娱乐,2,广东,广州,6
,越美YOMT,民营企业,少于15人,快消/百货/批发/零售,11,上海,上海,10
,趣炫网络,股份制企业,500-2000人,互联网/游戏/软件,6,广东省,广州市,6
,趣玩桔子游戏公司,民营企业,50-150人,互联网/游戏/软件,21,山东,济南,8
,趣看科技,民营企业,50-150人,软件/互联网/游戏,71,浙江,杭州,8
,跃动力体育,民营企业,150-500人,教育/培训,16,山东,青岛,7
,跨世网络,股份制企业,50-150人,互联网/游戏/软件,32,广东,广州,8
,路劲物业,民营企业,150-500人,房产/家居/物业/建筑,15,江苏,常州,7
,车天车地,民营企业,150-500人,制造/汽车/机械,32,广东,广州,7
,车网科技,国有企业,50-150人,公共事业/NGO/政府,18,北京,北京,8
,转型大成,合伙企业,15-50人,教育/培训,11,广东,广州,9
,轮子科技,民营企业,15-50人,互联网/游戏/软件,5,北京,北京,9
,轻舟智航QCraft,民营企业,50-150人,软件/互联网/游戏,49,全国,,8
,载富,民营企业,15-50人,贸易/交通/物流,33,广东,广州,9
,载驰科技,股份制企业,15-50人,环保/化工/能源,15,江苏,南京,9
,辉瑞财务,外资企业,2000人以上,金融/经济/投资/财会,7,辽宁,大连,5
,辛巴达智能科技,民营企业,少于15人,软件/互联网/游戏,96,北京,北京,10
,辰于,民营企业,15-50人,企业服务/咨询,11,北京,北京,9
,辰安科技,股份制企业,500-2000人,软件/互联网/游戏,51,北京,北京,6
,边锋网络,民营企业,500-2000人,互联网/游戏/软件,16,浙江省,杭州市,6
,辽宁丹生,民营企业,50-150人,医疗/健康/制药/生物,7,辽宁,丹东,8
,辽宁出版,国有企业,2000人以上,广告/传媒/公关/展览,4,辽宁,沈阳,5
,达威股份,股份制企业,500-2000人,化工/能源/环保,4,四川,四川,6
,达实物联 ,民营企业,150-500人,软件/互联网/游戏,129,广东,深圳,7
,达恩贝拉,民营企业,50-150人,化工/能源/环保,11,上海,上海,8
,达斯博,民营企业,15-50人,咨询/企业服务,9,山西,大同,9
,达砾森,民营企业,15-50人,交通/贸易/物流,12,福建,福州,9
,达美乐比萨,外资企业,500-2000人,餐饮/酒店/旅游/娱乐,23,广东,深圳,6
,达观数据,民营企业,150-500人,互联网/游戏/软件,16,上海,上海,7
,迁移科技,民营企业,50-150人,软件/互联网/游戏,183,北京,北京,8
,迅博科技,民营企业,15-50人,互联网/游戏/软件,10,成都,成都,9
,迅存科技,民营企业,少于15人,互联网/游戏/软件,32,上海,上海,10
,迅邮,民营企业,50-150人,交通/贸易/物流,14,上海,上海,8
,迅雷网络,民营企业,500-2000人,软件/互联网/游戏,294,广东省/四川省,深圳市/攀枝花市,6
,迈冲科技,民营企业,50-150人,电子/通信/硬件,8,浙江,杭州,8
,迈特望,股份制企业,500-2000人,软件/互联网/游戏,19,江苏,南京,6
,迈瑞咨询,民营企业,50-150人,互联网/游戏/软件,28,全国,,8
,迈迪科,民营企业,15-50人,广告/传媒/公关/展览,7,广东,广州,9
,迈高材云,民营企业,50-150人,互联网/游戏/软件,52,北京,北京,8
,运营宝,股份制企业,150-500人,快消/百货/批发/零售,8,北京,北京,7
,进出口协会,社会团体,15-50人,公共事业/NGO/政府,12,北京,北京,9
,进化动力,外资企业,15-50人,互联网/游戏/软件,41,广东,深圳,9
,进迭时空,民营企业,50-150人,电子/通信/硬件,126,浙江,杭州,8
,远东招标,国有企业,15-50人,企业服务/咨询,8,广东,深圳,9
,远信集团,民营企业,500-2000人,生物/健康/制药/医疗,4,陕西省/四川省,成都市/西安市,6
,远大科技集团有限公司,民营企业,2000人以上,汽车/机械/制造,46,湖南,长沙,5
,远大购物中心,股份制企业,500-2000人,快消/百货/批发/零售,29,黑龙江,哈尔滨,6
,远岚网络,民营企业,15-50人,软件/互联网/游戏,22,浙江,杭州,9
,远望谷,股份制企业,500-2000人,电子/通信/硬件,196,广东省/辽宁省/浙江省/上海市,深圳市/宁波市/丹东市/市辖区,6
,远洋地产,民营企业,500-2000人,房产/家居/建筑/物业,11,天津/北京,天津/北京,6
,远洋数据,民营企业,500-2000人,电子/通信/硬件,39,北京,北京,6
,远洋物流,国有企业,50-150人,房产/家居/物业/建筑,14,上海,上海,8
,远筑置业,民营企业,500-2000人,房产/家居/建筑/物业,22,上海,上海,6
,远航电商有限公司,民营企业,50-150人,软件/互联网/游戏,52,福建,厦门,8
,远航英时,民营企业,15-50人,企业服务/咨询,12,北京,北京,9
,远行客,民营企业,15-50人,培训/教育,38,上海,上海,9
,连东智,民营企业,150-500人,互联网/游戏/软件,10,上海,上海,7
,连新起舞,民营企业,15-50人,传媒/广告/展览/公关,36,辽宁,大连,9
,迪光数字科技,民营企业,15-50人,传媒/广告/展览/公关,79,北京,北京,9
,迪克曼,民营企业,15-50人,医疗/健康/制药/生物,30,广东,深圳,9
,迪博,民营企业,150-500人,企业服务/咨询,18,湖北省,武汉市,7
,迪卡侬,外资企业,2000人以上,快消/百货/批发/零售,10,山东,青岛,5
,迪卡侬中国,外资企业,2000人以上,快消/百货/批发/零售,2006,全国,,5
,迪卡侬体育用品超市,外资企业,2000人以上,快消/百货/批发/零售,4,山东,威海,5
,迪卡侬玉泉路店,外资企业,150-500人,快消/百货/批发/零售,22,北京,北京,7
,迪卡侬苏州,外资企业,2000人以上,快消/百货/批发/零售,15,江苏,,5
,迪康药业,民营企业,500-2000人,医疗/健康/制药/生物,2,四川,,6
,迪拓能源,民营企业,15-50人,化工/能源/环保,29,北京,北京,9
,迪赛特医疗,民营企业,50-150人,医疗/健康/制药/生物,8,江苏,苏州,8
,迷你玩,民营企业,500-2000人,软件/互联网/游戏,300,广东,深圳,6
,逆跳科技,民营企业,15-50人,软件/互联网/游戏,37,上海,上海,9
,逐本,民营企业,150-500人,快消/百货/批发/零售,12,上海,上海,7
,途游游戏,民营企业,500-2000人,软件/互联网/游戏,151,北京,北京,6
,途牛旅游网,民营企业,2000人以上,互联网/游戏/软件,47,江苏省,南京市,5
,途畅科技,民营企业,50-150人,互联网/游戏/软件,16,广东,广州,8
,通则康威,民营企业,150-500人,电子/通信/硬件,156,广东,广州,7
,通威太阳能,民营企业,2000人以上,环保/化工/能源,67,四川,四川,5
,通用汽车中国,外资企业,2000人以上,汽车/机械/制造,27,上海市,市辖区,5
,通达海,民营企业,500-2000人,软件/互联网/游戏,103,江苏省,南京市,6
,通通易联,民营企业,150-500人,软件/互联网/游戏,216,北京,北京,7
,速擎软件,民营企业,150-500人,互联网/游戏/软件,111,上海,上海,7
,造作,民营企业,150-500人,房产/家居/物业/建筑,11,北京,北京,7
,造新 BEYONDNEXT,民营企业,15-50人,传媒/广告/展览/公关,36,广东,深圳,9
,造梦园,民营企业,15-50人,电子/通信/硬件,12,江苏,淮安,9
,造艺装饰,合伙企业,50-150人,房产/家居/物业/建筑,44,山东,潍坊,8
,逸商E-sone,民营企业,15-50人,企业服务/咨询,19,上海,上海,9
,遇见小面,民营企业,500-2000人,餐饮/酒店/旅游/娱乐,18,广东,广州,6
,道尼尔海翼,国有企业,50-150人,制造/汽车/机械,271,江苏,无锡,8
,道成科技,民营企业,50-150人,互联网/游戏/软件,26,江苏,南京,8
,道生,民营企业,500-2000人,餐饮/酒店/旅游/娱乐,11,重庆市,安顺市,6
,道禾长期投资,合伙企业,15-50人,金融/经济/投资/财会,13,上海,上海,9
,那片天空,民营企业,50-150人,快消/百货/批发/零售,1,北京,北京,8
,邦普循环,民营企业,2000人以上,环保/化工/能源,641,广东,佛山,5
,邦芒数据,民营企业,15-50人,不限,2,山东,潍坊,9
,邦达国际物流,民营企业,150-500人,交通/贸易/物流,15,广东,深圳市,7
,邯郸制药,民营企业,500-2000人,生物/健康/制药/医疗,171,河北,邯郸,6
,邻你德惠超市,民营企业,150-500人,农林牧渔/其他,14,成都,成都,7
,邻家好医,民营企业,150-500人,医疗/健康/制药/生物,7,浙江,杭州,7
,郑州硕必达,民营企业,15-50人,咨询/企业服务,36,河南,郑州,9
,都美,民营企业,150-500人,软件/互联网/游戏,56,北京,北京,7
,配天技术,民营企业,150-500人,电子/通信/硬件,38,北京,北京,7
,酷哇机器人,民营企业,500-2000人,互联网/游戏/软件,73,上海,上海,6
,酷游娱乐,股份制企业,150-500人,软件/互联网/游戏,45,广东省,广州市,7
,酷玩实验室,民营企业,50-150人,传媒/广告/展览/公关,18,北京,北京,8
,酷聘人才,民营企业,50-150人,企业服务/咨询,26,北京,北京,8
,采埃孚,外资企业,500-2000人,汽车/机械/制造,18,上海,上海,6
,里得电科,民营企业,150-500人,汽车/机械/制造,30,湖北,武汉,7
,重庆东知,民营企业,500-2000人,投资/经济/财会/金融,43,重庆市,重庆,6
,重庆佳玥科技,民营企业,50-150人,金融/经济/投资/财会,45,重庆市,重庆,8
,重庆卓财商务,民营企业,15-50人,金融/经济/投资/财会,14,重庆市,重庆,9
,重庆安道拓,外资企业,2000人以上,制造/汽车/机械,339,全国,,5
,重庆岚庭家居有限公司,民营企业,500-2000人,房产/家居/物业/建筑,16,全国,,6
,重庆悟小空会计师事务所,民营企业,500-2000人,投资/经济/财会/金融,58,重庆市,重庆,6
,重庆新东方前途出国,民营企业,50-150人,教育/培训,10,重庆,市辖区,8
,重庆检测中心,民营企业,50-150人,医疗/健康/制药/生物,41,重庆市,重庆,8
,重庆洪九果品股份有限公司,民营企业,2000人以上,快消/百货/批发/零售,192,重庆市,重庆,5
,重庆达派,民营企业,150-500人,软件/互联网/游戏,28,重庆市,重庆,7
,重源投资,民营企业,15-50人,金融/经济/投资/财会,6,上海,上海,9
,野尘智能,民营企业,15-50人,软件/互联网/游戏,62,上海,上海,9
,野村综研（北京）,外资企业,150-500人,互联网/游戏/软件,6,北京市,市辖区,7
,野生浪漫,股份制企业,少于15人,快消/百货/批发/零售,6,北京,北京,10
,量化派,民营企业,150-500人,互联网/游戏/软件,4,北京,北京,7
,量子泛娱,民营企业,50-150人,广告/传媒/公关/展览,32,浙江,杭州,8
,量投科技,民营企业,50-150人,软件/互联网/游戏,134,上海,上海,8
,量电电力,民营企业,50-150人,化工/能源/环保,8,河北,石家庄,8
,金仁律所,民营企业,少于15人,企业服务/咨询,7,山西,晋城,10
,金信期货有限公司,民营企业,50-150人,金融/经济/投资/财会,12,上海,上海,8
,金元证券,国有企业,500-2000人,投资/经济/财会/金融,60,广东,深圳,6
,金凤凰纸业(孝感)有限公司,民营企业,500-2000人,汽车/机械/制造,27,湖北,孝感,6
,金力泰化工,股份制企业,500-2000人,汽车/机械/制造,39,上海,上海,6
,金升阳,民营企业,2000人以上,电子/通信/硬件,204,广东省/湖南,广州市/怀化,5
,金博莱,民营企业,少于15人,咨询/企业服务,20,四川,四川,10
,金叶云科技,民营企业,15-50人,广告/传媒/公关/展览,19,湖北,武汉,9
,金地物业,民营企业/国有企业,2000人以上,房产/家居/建筑/物业,179,上海/江苏,上海/南京,5
,金地集团,民营企业,50-150人,房产/家居/建筑/物业,20,广东省,佛山市,8
,金堂九拍,民营企业,少于15人,教育/培训,3,四川,四川,10
,金康赛力斯,民营企业,2000人以上,制造/汽车/机械,253,重庆,市辖区,5
,金惠财税,民营企业,15-50人,投资/经济/财会/金融,40,广东,珠海,9
