"所属公司","公司性质","公司规模","公司所在行业","公司所在地","职位所在地","JD数量"
"Roys乐亦思","民营企业","50-150人","教育/培训","浙江/杭州","杭州市西湖区学院路黄龙万科A座13楼;杭州市上城区平安金融中心A座32楼","7"
"远岚网络","民营企业","15-50人","互联网/游戏/软件","浙江/杭州","上城区群嘉大楼10楼","10"
"安踏体育用品集团","民营企业","2000人以上","快消/百货/批发/零售","福建/厦门","池店镇东山工业区安踏集团","4"
"ISS","外资企业","2000人以上","企业服务/咨询","上海市/上海","上海杨浦区凯迪金融大厦 19楼","4"
"星联互动","民营企业","50-150人","互联网/游戏/软件","北京","浙江省杭州市西湖区转塘街道之江九里21-2","11"
"长沙国利","民营企业","500-2000人","电子/通信/硬件","湖南/长沙","长沙市岳麓区人民来访接待中心6-7楼","1"
"一鸣食品","股份制企业","2000人以上","快消/百货/批发/零售","温州","江浙沪范围内可自由选择城市","1"
"泰康人寿","民营企业","2000人以上","金融/经济/投资/财会","武汉","武昌区中南路99号武汉保利广场23层","33"
"LANSGER Associat","民营企业","15-50人","企业服务/咨询","上海市/上海","上海市徐汇区中山西路宜山路附近","8"
"中证鹏元","民营企业","150-500人","金融/经济/投资/财会","广东/深圳","深圳市深南大道7008号阳光高尔夫大厦（银座国际）三楼","17"
"新希望服务","股份制企业","2000人以上","房产/家居/物业/建筑","四川/成都","成都市锦江区三色路","12"
"柏威科技物流","民营企业","500-2000人","交通/贸易/物流","山东/青岛","青岛市崂山区海尔路18206号财务大厦15楼","3"
"柏威科技物流","民营企业","500-2000人","交通/贸易/物流","山东/青岛","大连市中山区人民路68号宏誉大厦2306室","3"
"好又快企业管理","民营企业","500-2000人","企业服务/咨询","重庆市/重庆","重庆市渝北广告产业园（轻轨站上湾路站）","1"
"平安金服","股份制企业","2000人以上","金融/经济/投资/财会","上海市/上海","成都市锦江区人民东路6号SAC四川航空广场44楼","4"
"阿吉豆","民营企业","2000人以上","快消/百货/批发/零售","北京","湖北省武汉市洪山区珞瑜路766号G1-1002-05阿吉豆","1"
"九毛九餐饮集团","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","全国","兰州市七里河区西津西路16号兰州中心裙楼5层5-T020~T021商铺","2"
"太二酸菜鱼","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","全国","全国职位，详情在职位描述中说明","4"
"太二酸菜鱼","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","全国","全国招募，有门店即可应聘","4"
"上海能运物流有限公司","民营企业","500-2000人","交通/贸易/物流","上海市/上海","山东省烟台市芝罘区芝罘岛东路100号","3"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","浙江省宁波市鄞州区东郊街道建兴西路586号中海环宇城一楼必胜客","2"
"Tim Hortons","民营企业","150-500人","餐饮/酒店/旅游/娱乐","上海","Tims咖啡上海门店","2"
"择览铁路","民营企业","500-2000人","交通/贸易/物流","河北/石家庄","银川高铁站","2"
"择览铁路","民营企业","500-2000人","交通/贸易/物流","河北/石家庄","石家庄桥西区","2"
"胜道体育","外资企业","500-2000人","快消/百货/批发/零售","北京市/北京","北京市东城区王府井大街138号新东安写字楼T1座701室","1"
"动因体育","民营企业","500-2000人","教育/培训","全国","成都市武侯区佳灵路9号红星美凯龙六楼动因体育","3"
"九毛九餐饮集团","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","全国","安徽省滁州市南谯路与天长路交叉口800号苏宁广场5楼511号店铺","2"
"夭柒零游艺","民营企业","15-50人","餐饮/酒店/旅游/娱乐","江苏/无锡","无锡市梁溪区摩天360B座3708","4"
"博客格兰云天酒店","民营企业","150-500人","餐饮/酒店/旅游/娱乐","广东","深圳市宝安区沙井街道民主大道与锦程中路西交汇处博客格兰云天","7"
"永元企业管理有限公司","民营企业","15-50人","广告/传媒/公关/展览","云南/昆明","全国职位，详情在职位描述中说明","3"
"幽意汇","民营企业","15-50人","企业服务/咨询","重庆市/重庆","重庆市南岸区玖玺台","3"
"乐凯撒","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","广东/深圳","广东省佛山市顺德区容桂街道振华社区桂洲大道中海骏达广场负一层26-27号","2"
"邻你德惠超市","民营企业","150-500人","农林牧渔/其他","成都","达州市渠县旱桥邻你超市","3"
"mini peace","外资企业","500-2000人","快消/百货/批发/零售","宁波","新晖南路255号太平鸟时尚中心-鸟巢","1"
"家乐福","民营企业","2000人以上","快消/百货/批发/零售","上海","上海市辖区","2"
"京东五星电器集团有限公司","民营企业","2000人以上","互联网/游戏/软件","江苏/南京","全国职位，详情在职位描述中说明","2"
"长沙尊宝比萨","合伙企业","150-500人","餐饮/酒店/旅游/娱乐","湖南/长沙","长沙市岳麓区","2"
"家乐福","民营企业","2000人以上","快消/百货/批发/零售","上海","上海市内","2"
"孩子王","外资企业","2000人以上","快消/百货/批发/零售",,"福建省福州市台江万达广场2楼孩子王","2"
"乐有家","民营企业","500-2000人","房产/家居/物业/建筑","武汉","青菱乡白沙二路与青菱东路交汇处金域天下花园25号楼1层8商号乐有家","1"
"青岛联信商务咨询有限公司南京分公司 ","民营企业","50-150人","金融/经济/投资/财会","江苏/南京","南京市鼓楼区山西路1号银河大厦21楼，联信集团","6"
"毕马威KPMG","合伙企业","2000人以上","企业服务/咨询","全国",,"22"
"柏威国际科技","民营企业","15-50人","交通/贸易/物流","北京市/北京","北京市朝阳区望京悠乐汇E712","6"
"动因体育","民营企业","2000人以上","教育/培训","广东/广州","广州市天河区大观南路36号之一401室","14"
"浙江品控","民营企业","150-500人","企业服务/咨询","浙江/杭州","杭州市钱塘区银海街600号","7"
"AlphaSights","外资企业","500-2000人","企业服务/咨询","上海","上海市黄浦区","14"
"正德宏大","民营企业","150-500人","快消/百货/批发/零售","江西/南昌","江西省九江市浔阳区大中路步行街附属西院100米丝路滋宝贸易有限公司","9"
"迪卡侬体育用品超市","外资企业","2000人以上","快消/百货/批发/零售","山东/威海","山东省威海市文化中路96号迪卡侬","1"
"全佳康美","民营企业","150-500人","医疗/健康/制药/生物","北京市/北京","北京市全区域22家直营门店就近分配","2"
"蕲艾专卖店","民营企业","少于15人","快消/百货/批发/零售","广东/佛山","广东省佛山市三水区三江市场过马路，青年公寓斜对面，蕲艾专卖店","2"
"碧桂园服务","外资企业","2000人以上","房产/家居/物业/建筑","广东/江门","广东省江门市开平市开平大道268号-碧桂园翡翠湾","2"
"河北豪举铁路","民营企业","50-150人","交通/贸易/物流","河北/石家庄","全国职位，详情在职位描述中说明","2"
"中味餐饮","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","广东/广州","广州市黄埔区科学大道18号芯大厦A座6楼","3"
"鸿宝洲","民营企业","15-50人","餐饮/酒店/旅游/娱乐","广东/珠海","广东省珠海市香洲区紫荆路264号301房","3"
"猫抓烤肉","民营企业","50-150人","餐饮/酒店/旅游/娱乐","广东/广州","广州市天河区东方宝泰负一楼猫抓烤肉","2"
"英柏检测","民营企业","150-500人","化工/能源/环保","广东","深圳市南山区南头关口智恒产业园","3"
"上海建科检验有限公司","民营企业","500-2000人","房产/家居/物业/建筑","上海","金山区金流路892号","15"
"泰康健投","民营企业","2000人以上","金融/经济/投资/财会","北京","广东省惠州市博罗县福田镇","1"
"叹鸡","民营企业","50-150人","快消/百货/批发/零售","广东/广州","广州市天河区天河北路环贸天地","1"
"安永","民营企业","500-2000人","金融/经济/投资/财会",,"云南省昆明市盘龙区东风东路23号恒隆广场办公楼2701单元","2"
"久久丫","民营企业","50-150人","快消/百货/批发/零售","四川","新城市广场西大街1号久久丫","2"
"闪电购",,"150-500人","互联网/游戏/软件","杭州","杭州市西湖区西溪世纪中心7幢2单元402","2"
"顺电","股份制企业","2000人以上","农林牧渔/其他","深圳","深圳市福田区福华三路顺电味平安旗舰3楼财务","4"
"孩子王","外资企业","2000人以上","快消/百货/批发/零售",,"福建泉州城东万达孩子王","2"
"永辉超市","民营企业","2000人以上","快消/百货/批发/零售","江苏","江苏省苏州市","1"
"古茗茶饮","民营企业","500-2000人","快消/百货/批发/零售","浙江/杭州","市心中路1069号萧山科创中心A座5层","2"
"vtopnet网咖","民营企业","15-50人","餐饮/酒店/旅游/娱乐","山东/滨州","滨州市万达广场VTOPNETT网咖或IFC购物网鱼网咖","2"
"Tim Hortons","民营企业","150-500人","餐饮/酒店/旅游/娱乐","上海","就近分配","4"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","绍兴市袍江世纪街1号大润发；袍江新区洋泾湖22号袍江宝龙广场第L1层商铺-M-L1-041","2"
"纪念日集团","民营企业","2000人以上","快消/百货/批发/零售","合肥","青岛市市北区台东步行街116号千川百货纪念日百货公司","1"
"华鼎诺成","民营企业","150-500人","餐饮/酒店/旅游/娱乐","北京市/北京","河北省廊坊市广阳区大中广场19层","7"
"河北高动","民营企业","15-50人","交通/贸易/物流","河北/石家庄","根据个人意愿就近分配","9"
"永辉超市","民营企业","2000人以上","快消/百货/批发/零售","江苏","江苏省南京市","1"
"九毛九餐饮集团","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","全国","江西省九江市浔阳区京九路9号联盛快乐城4层A4-007号铺","2"
"拓拔体育","民营企业","50-150人","教育/培训","南京","南京秦淮区长发中心A座","12"
"上海千毅国际物流有限公司","合伙企业","15-50人","交通/贸易/物流","上海市/上海","上海市杨浦区荆州路334弄108号A304室","4"
"新都邻你生活超市","股份制企业","150-500人","快消/百货/批发/零售","四川/成都","新都区保利广场负一楼","8"
"乐凯撒","民营企业","2000人以上","餐饮/酒店/旅游/娱乐","广东/深圳","广州市天河区天河路228号正佳广场负一层B1594商铺（自编号B1-011b号）","2"
"凯琳美容科技","民营企业","15-50人","医疗/健康/制药/生物","广东/广州","广州市荔湾区东风西","2"
"众欣国际","民营企业","15-50人","医疗/健康/制药/生物","北京市/北京","丰台区马家堡街道时代风帆大厦","2"
"纪念日集团","民营企业","2000人以上","快消/百货/批发/零售","合肥","南京市秦淮区中山南路49号商茂世纪广场纪念日百货公司","1"
"纪念日集团","民营企业","2000人以上","快消/百货/批发/零售","合肥","苏州市平江区观前街豫园商厦纪念日百货公司","1"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","浙江省温州市鹿城区美美时尚广场必胜客餐厅","2"
"瓜田推理","股份制企业","15-50人","餐饮/酒店/旅游/娱乐","北京市/北京","北京市海淀区理想大厦1210","1"
"堂庭山","民营企业","50-150人","交通/贸易/物流","广东/广州","广州市番禺区石壁街道万科世博汇石四商务中心A栋3806室","14"
"河北高动","民营企业","15-50人","交通/贸易/物流","河北/石家庄",,"3"
"孩子王","民营企业","50-150人","快消/百货/批发/零售","江苏/常州","无锡市滨湖区滨湖万达2楼孩子王","2"
"顺电","股份制企业","2000人以上","农林牧渔/其他","深圳","深圳市福田区福华三路平安大厦金融中心顺电味3-4L","3"
"有点想法密室","股份制企业","15-50人","餐饮/酒店/旅游/娱乐","浙江/杭州","工联CC616","1"
"广西信德物流公司","民营企业","15-50人","交通/贸易/物流","广西/北海","北海市海城区北京路49路桂城花园大厦A座1405号","4"
"每养生活","民营企业","150-500人","医疗/健康/制药/生物","江苏/南京","南京市雨花台区创E梦工场（安德门地铁站1号口出来马路对面）","10"
"柏威集团","民营企业","500-2000人","交通/贸易/物流","广东/深圳","厦门市思明区鸿升大厦","3"
"同岩科技","股份制企业","150-500人","房产/家居/物业/建筑","上海市/上海","根据项目情况分配","7"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","浙江湖州市吴兴区劳动路518号湖州东吴银泰城必胜客欢乐餐厅","2"
"上海隆湛商务咨询有限公司","民营企业","150-500人","企业服务/咨询","上海市/上海","上海全市","1"
"华健体育","民营企业","15-50人","教育/培训","广东/广州","广州市番禺区南村镇一田创意园DS篮球馆","3"
"正大农业","外资企业","50-150人","农林牧渔/其他","内蒙古/呼和浩特","【工作地点】全国","17"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","金华市八一南街1318号天龙南国名城1幢108室","2"
"必胜客","外资企业","2000人以上","餐饮/酒店/旅游/娱乐","杭州","舟山市东港兴普大道288号凯虹广场一,二层;东瀛路199号1层L1-02号商铺;新城区千岛街道定沈路669号宝龙广场","2"
"顺丰快递","民营企业","2000人以上","交通/贸易/物流","江苏/南通","南通崇川区","8"
"稻香花舍","民营企业","15-50人","餐饮/酒店/旅游/娱乐","上海市/上海","上海市崇明区新村乡新乐村新平890号","1"
"小漾","民营企业","150-500人","教育/培训","广东/广州","广州市天河区博汇街6号；广州市天河区黄埔大道188号；广州市海珠区阅江西路366号六楼；广州市番禺区兴南大道421号","2"
"新文华幼儿园","社会团体","少于15人","教育/培训","上海市/上海","上海松江区新浜镇叶新公路","2"
"成都迈瀚未来教育科技有限公司","民营企业","15-50人","教育/培训","四川/成都","成都市双流区应龙南一路188号中建天府公馆HOPE汇寓","3"
"领跑体育","事业单位","50-150人","教育/培训","广东/深圳","深圳市龙岗区坂田街道万科星光ONLINE7栋222A","2"
"蒙特莱","民营企业","150-500人","快消/百货/批发/零售","广东/广州","全国职位，详情在职位描述中说明","12"
"自如网","民营企业","2000人以上","房产/家居/物业/建筑","北京市/北京","北京全部区域可选","11"
"Haneo嗨优GBA","中外合资企业","15-50人","企业服务/咨询","上海市/上海","东方路738号三楼","16"
"阿杏投资","民营企业","15-50人","金融/经济/投资/财会","上海市/上海","上海市浦东新区芳甸路1155号嘉里城办公楼","17"
"广联达山西分支","民营企业","2000人以上","互联网/游戏/软件","山西/太原","太原市万柏林区迎泽大街与晋祠路交汇处中海国际中心东塔20层","17"
"潮顶国际","民营企业","500-2000人","房产/家居/物业/建筑","四川/成都","成都市武侯区高升桥2号5楼","15"
"嘉银金科","民营企业","2000人以上","互联网/游戏/软件","上海市/上海","上海市浦东新区杨高南路428号由由世纪广场1号楼","12"
"平安产险北京分公司","股份制企业","2000人以上","金融/经济/投资/财会","北京市/北京","朝阳区世纪财富中心2号楼","24"
"凡岛网络","民营企业","2000人以上","互联网/游戏/软件","广东/广州","广州市凡岛网络有限公司","19"
"自如网","民营企业","2000人以上","房产/家居/物业/建筑","北京市/北京","全北京就近分配","11"
"Guidepoint","外资企业","50-150人","企业服务/咨询","上海","西江湾路388号凯德虹口商业广场A座15楼","1"
"汇盛会计","民营企业","15-50人","企业服务/咨询","浙江/绍兴","越城区解放大道158号天信大厦10楼01","9"
"乐有家","股份制企业","15-50人","房产/家居/物业/建筑","广东/湛江","广东省深圳市","1"
"卓铁铁路","民营企业","15-50人","交通/贸易/物流","河北/石家庄","根据户籍就近分配","2"
"新昌县咖雀日用品商行","民营企业","15-50人","企业服务/咨询","浙江/绍兴","武汉市江夏区佛祖岭街道流芳园南路  3号纳杰互联网产业园","7"
"首程控股","股份制企业","150-500人","金融/经济/投资/财会","北京市/北京","全国职位，详情在职位描述中说明","2"
"FM","民营企业","50-150人","快消/百货/批发/零售","四川/成都","成都市武侯区桐梓林路","7"
"KOI","民营企业","500-2000人","餐饮/酒店/旅游/娱乐","上海市/上海","上海就近安排","2"
"大悦城控股","民营企业","2000人以上","房产/家居/物业/建筑","武汉","湖北省武汉市东湖高新区高新大道地铁11号线光谷四路武汉大悦城","1"
"美岩泡","民营企业","50-150人","快消/百货/批发/零售","福建/福州","福建省福州市鼓楼区华林路138号","1"
"智纲智库","民营企业","50-150人","企业服务/咨询","全国","成都市青羊区清江中路光华园","5"
"信聚达","民营企业","15-50人","企业服务/咨询","北京市/北京","北京市朝阳区十里河地铁口","9"
"悟空会计师事务所","民营企业","2000人以上","金融/经济/投资/财会","重庆市/重庆","重庆市江北区江北嘴金融中心D座1904悟空财税","1"
"馨禾咨询","民营企业","15-50人","企业服务/咨询","陕西/西安","陕西省西安市新城区长乐西路","2"
"苏州量健","民营企业","500-2000人","快消/百货/批发/零售","苏州","江苏省苏州市姑苏区和基广场4楼410","8"
"祥丞商务","民营企业","少于15人","企业服务/咨询","四川/成都","全国职位，详情在职位描述中说明","13"
"正略集团","民营企业","500-2000人","企业服务/咨询","广东/广州","广州市天河区珠江新城越秀金融大厦","13"
"杭诚专利","民营企业","150-500人","企业服务/咨询","杭州","杭州市上城区泰地万新大厦1号楼5楼505室","7"
"河北京铁","民营企业","50-150人","不限","河北/石家庄","全国职位，详情在职位描述中说明","11"
"睿茂","民营企业","15-50人","企业服务/咨询","四川/成都","成都市成华区杉板桥路1号多弗国际3703A","7"
"公司宝","民营企业","150-500人","企业服务/咨询","广州","广州市天河区天河路365号天俊国际大厦13楼1304（近石牌桥地铁站D口、石牌桥BRT公交站、体育中心地铁站A口）","10"
"能创企服","民营企业","15-50人","企业服务/咨询","湖北/武汉","关南园一路当代梦工厂7号楼1309","7"
"自如网","民营企业","2000人以上","房产/家居/物业/建筑","北京市/北京",,"1"
"科锐国际","民营企业","500-2000人","企业服务/咨询","苏州","江苏省南京市栖霞区天马路资金智谷AI产业园2栋3楼","5"
"科锐国际","民营企业","500-2000人","企业服务/咨询","苏州","南京市栖霞区天马路紫金智谷AI产业园2栋3楼","28"
"CGP集团","外资企业","500-2000人","企业服务/咨询","全国","杭州市拱墅区祥符街道莫干山路987号资辉一方汇写字楼9楼","7"
"苏州本济","民营企业","15-50人","企业服务/咨询","江苏/苏州","江苏省苏州市工业园区世纪金融大厦1号楼5层516室","17"
"AGS","外资企业","50-150人","企业服务/咨询","上海市/上海","黄浦区","8"
"大雄陈列视觉设计(深圳)有限公司","民营企业","15-50人","广告/传媒/公关/展览","广东/深圳","深圳市宝安区福洲大道智美汇志B1栋","9"
"建方长租","合伙企业","150-500人","房产/家居/物业/建筑","广东/广州",,"1"
"乐从钢铁世界","民营企业","150-500人","房产/家居/物业/建筑","广东/佛山","广东乐从钢铁世界总部大楼","2"
"毕马威KPMG","合伙企业","2000人以上","企业服务/咨询","全国","深圳市南山区科苑南路2666号中国华润大厦15楼","10"
"碧桂园服务","外资企业","2000人以上","房产/家居/物业/建筑","广东/江门","广东省江门市开平市三埠街道曙光路碧桂园城央首府、  广东省江门市台山市台城镇台山碧桂园繁华里","1"
"京铁列车","民营企业","15-50人","交通/贸易/物流","天津市/天津","全国职位，详情在职位描述中说明","2"
"河北铁运铁路公司","民营企业","500-2000人","不限","河北/石家庄","按户籍地就近优先","4"
"小漾","民营企业","150-500人","教育/培训","广东/广州","广州市天河区博汇街6号；广州市天河区黄埔大道西188号","2"
"中企世华洋","民营企业","15-50人","交通/贸易/物流","天津市/天津","天津市河东区新开路冠幅大厦906","3"
"木渎山姆会员商店","外资企业","2000人以上","快消/百货/批发/零售","江苏/苏州","江苏省苏州市吴中区木渎镇长江路18号木渎山姆会员店","2"
"策德人力","民营企业","50-150人","企业服务/咨询","上海市/上海","上海市浦东新区花园石桥路66号东亚银行金融大厦2005室","7"
"天强TACTER","民营企业","50-150人","企业服务/咨询","上海市/上海","上海市杨浦区淞沪路308号308室","6"
"天衡会计师事务所","合伙企业","50-150人","企业服务/咨询","广州","广东\u002F广州\u002F越秀区 起义路118号(大南路2号)1201房","14"
"见守沈阳","民营企业","15-50人","企业服务/咨询","辽宁/沈阳","沈阳市沈河区友好街10号新地中心1号楼","8"
"厚润生物科技","民营企业","50-150人","医疗/健康/制药/生物","四川/成都","成都市金牛区飞大壹号广场2号门22楼","3"
"中企世华洋","民营企业","15-50人","交通/贸易/物流","天津市/天津","天津市河东区新开路冠幅大厦","3"
"长沙锦鸿堂生物科技有限公司","民营企业","150-500人","医疗/健康/制药/生物","湖南/长沙","长沙县星沙街道财富港湾一单元1901号","2"
"迪卡侬体育用品超市","外资企业","2000人以上","快消/百货/批发/零售","山东/威海","威海市文化中路96号迪卡侬","3"
"钵舜咨询","民营企业","15-50人","企业服务/咨询","上海市/上海","上海江苏路398号舜元企业发展大厦B栋","16"
"MGA上海瀚仕","民营企业","500-2000人","企业服务/咨询","全国","中海财富中心905\u002F904\u002F908","2"
"CGV影城郑州木色店","外资企业","15-50人","餐饮/酒店/旅游/娱乐","河南/郑州","郑州市金水区永威木色购物公园2楼CGV影城","1"
"信聚达","民营企业","15-50人","企业服务/咨询","北京市/北京","北京十里河","6"
"聚益堂连锁药房","股份制企业","50-150人","医疗/保健/美容/卫生服务","江苏/苏州","江苏省昆山市开发区新星中路162号110室","2"
"上杰云服","民营企业","150-500人","金融/经济/投资/财会","浙江/杭州","浙江省杭州市余杭区良睦路1399号梦想小镇3号楼306楼","10"
"一嗨租车","民营企业","2000人以上","企业服务/咨询",,"上海市徐汇区斜土路2899甲号C幢光启文化广场（上海市内一嗨各个门店皆可）","1"
"深圳德硕咨询","民营企业","少于15人","企业服务/咨询","广东/深圳","深圳市罗湖区银湖度假村内","5"
"顺丰速运","民营企业","2000人以上","交通/贸易/物流","北京","北京市区（五环内）","2"
"杭诚专利","民营企业","150-500人","企业服务/咨询","杭州","浙江省杭州市上城区泰地万新大厦1号楼5楼","5"
"玫琳凯（中国）有限公司","外资企业","500-2000人","快消/百货/批发/零售","上海市/上海","上海市普陀区长寿路333号旭辉企业大厦2楼","3"
"RIO鸡尾酒","民营企业","500-2000人","快消/百货/批发/零售","上海市/上海","康桥东路538-558号","23"
"乐有家","社会团体","2000人以上","房产/家居/物业/建筑","广东/阳江","广东省湛江市霞山区人民大道中10号香槟花园3幢住宅楼一层02号商铺","6"
"慕可生物","民营企业","2000人以上","互联网/游戏/软件","广东/广州","山东省青岛市市北区北区台东三路63号","12"
"云砺信息","民营企业","500-2000人","互联网/游戏/软件","上海市/上海","全国职位，详情在职位描述中说明","11"
"战猫网络","民营企业","少于15人","互联网/游戏/软件","辽宁/沈阳","中关村创业中心","18"
"凡岛网络","民营企业","2000人以上","互联网/游戏/软件","广东/广州","江苏省苏州姑苏市万达广场","14"
"率捷管理咨询",,"15-50人","互联网/游戏/软件","上海","上海市静安区江场西路299弄49号晋润海棠大厦1501B","20"
"沃尔玛（中国）","外资企业","2000人以上","快消/百货/批发/零售","深圳","深圳市福田区农林路印力中心3号楼","6"
"高顿教育","民营企业","2000人以上","教育/培训","广东/广州","福州市闽侯县高新区科技东路1号中国冶金地质大厦B1110-1112","16"
"金科产业集团","民营企业","150-500人","房产/家居/物业/建筑","北京","重庆市北碚区悦复大道8号金科两江健康科技城1楼、4楼","2"
"碧桂园服务","外资企业","2000人以上","房产/家居/物业/建筑","广东/江门","广东省江门市开平市水口凤凰台","2"
"墨丘利科技","民营企业","50-150人","互联网/游戏/软件","辽宁/大连","高新园区网络产业大厦","4"
"深圳链家","民营企业","2000人以上","房产/家居/物业/建筑",,"深圳市","12"
"中智科技","国有企业","500-2000人","不限","北京市/北京","上海市徐汇区衡山路922号建汇大厦21楼","4"
"广发租房","民营企业","2000人以上","房产/家居/物业/建筑","湖北/武汉","硚口区京汉大道372附19广发租房（京汉大道）","1"
"金科产业集团","民营企业","150-500人","房产/家居/物业/建筑","北京","山西省晋中市榆次区龙田路山西智慧科技城项目招商中心","8"
"湖北律正","民营企业","15-50人","企业服务/咨询","湖北","武汉市武昌区安腾国际广场A405","8"
"金科产业集团","民营企业","150-500人","房产/家居/物业/建筑","北京","山东省临沂市河东区凤凰大街旦赵线与正大路交汇南500米路东","8"
"西安SKP","民营企业","500-2000人","快消/百货/批发/零售","陕西/西安","长安北路261号西安SKP17楼前台","1"
"金科产业集团","民营企业","150-500人","房产/家居/物业/建筑","北京","山东省潍坊市潍城区长松路与春鸢路交叉口南200米金科潍坊智慧科技城招商中心","8"
"有爱有TA","民营企业","15-50人","企业服务/咨询","山东/烟台","烟台市芝罘区西盛街第一大道5层505","6"
"华铁应急","民营企业","2000人以上","房产/家居/物业/建筑","浙江/杭州","全国可选。","5"
"DermYoung","民营企业","15-50人","快消/百货/批发/零售","上海市/上海","上海市黄浦区南苏州路79号TACLUB伊美源泉","1"
"FESCO","民营企业","15-50人","企业服务/咨询","北京","北京市朝阳区世东国际","1"
"首诚科技","股份制企业","15-50人","企业服务/咨询","浙江/温州","温州市瓯海区娄桥街道国商大厦22楼东首","9"
"滕铁铁路","民营企业","50-150人","交通/贸易/物流","河北/石家庄","太原市小店区太原南站","1"
"正略集团","民营企业","500-2000人","企业服务/咨询","广东/广州","全国职位，详情在职位描述中说明","12"
"企信认证","民营企业","15-50人","企业服务/咨询","广东/深圳","深圳市龙华区龙华街道办龙华文化广场西北御璟中心C座做1102","3"
"麦田房产","民营企业","2000人以上","房产/家居/物业/建筑","北京市","全北京400余处工作地点就近分配","7"
"亚宝药业","股份制企业","2000人以上","医疗/健康/制药/生物","北京市/北京","芮城县县城","1"
"小迈网络科技","民营企业","150-500人","互联网/游戏/软件","广东/广州","广州市天河区林和东路285号天安人寿中心36-39楼","14"
"金辉物业","外资企业","15-50人","房产/家居/物业/建筑","河北/石家庄","河北省石家庄市正定县","1"
"安永","民营企业","500-2000人","金融/经济/投资/财会",,"海南省海口市美兰区国兴大道3号互联网金融大厦","11"
"深圳幸福之家","民营企业","15-50人","教育/培训","广东/深圳","深圳市南山区桃源街道大学城片区京基御景峯","2"
"开利","外资企业","2000人以上","汽车/机械/制造","上海市","全国职位，详情在职位描述中说明","6"
"CoCo都可","民营企业","150-500人","餐饮/酒店/旅游/娱乐","福建/厦门","厦门市思明区国金广场A1栋1105单元","1"
"创氏巴巴教育","民营企业","15-50人","互联网/游戏/软件","陕西/西安","西安市未央区未央路33号印象城","51"
"聚创教育","民营企业","500-2000人","教育/培训","广东/广州","广州市天河区龙怡路117号银汇大厦28层","12"
"新东方","民营企业","2000人以上","教育/培训","全国","山东商会大厦","30"
"高顿教育","民营企业","2000人以上","教育/培训","广东/广州","广州市番禺区广州大学城青蓝街28号5栋506-508室（四号线大学城北E1出口）","25"
"高顿教育","民营企业","2000人以上","教育/培训","广东/广州","广州市天河区龙洞05湾区智谷A10栋302","27"
"Insta360影石","民营企业","500-2000人","电子/通信/硬件","广东/深圳","深圳市南山区恒裕前海金融中心 T2 栋 12F","37"
"柒联科技","民营企业","15-50人","电子/通信/硬件","广东","广州市番禺区大石街迎宾路204号","14"
"万孚生物","民营企业","500-2000人","医疗/健康/制药/生物","广东/广州","福建","16"
"SmarterMobi","民营企业","15-50人","互联网/游戏/软件","广东/深圳","深圳市南山区深圳湾生态园","13"
"认养一头牛","民营企业","500-2000人","互联网/游戏/软件","浙江/杭州","长沙市","14"
"财捷","民营企业","50-150人","金融/经济/投资/财会","广州","广州市天河区岗顶百脑汇C栋1508","21"
"南昌新东方大学生学习与发展中心","民营企业","2000人以上","教育/培训","江西/南昌","南昌各高校校内","12"
"河南庞森商贸","民营企业","50-150人","快消/百货/批发/零售","河南/郑州","郑州管城区紫荆山路商城路裕鸿国际D座25楼2518","17"
"和鲜食品","民营企业","150-500人","快消/百货/批发/零售","广东/深圳","深圳市南山区桃源街道金骐智谷大厦1701","15"
"贝壳找房","民营企业","2000人以上","房产/家居/物业/建筑","陕西/西安","就近分配","13"
"华润三九","国有企业","2000人以上","医疗/健康/制药/生物","广东/深圳",,"16"
"康哲药业","民营企业","2000人以上","医疗/健康/制药/生物","深圳",,"14"
"青岛乐为出国留学咨询服务有限公司","民营企业","50-150人","教育/培训","山东","青岛市崂山区石岭路名汇国际1号楼2306室","17"
"TCL","民营企业","2000人以上","汽车/机械/制造","广东/惠州","四川省成都市武侯区二环路南四段51号莱蒙都会4栋1608室","18"
"菲思特生物","民营企业","50-150人","医疗/健康/制药/生物","湖北/武汉","武汉市江汉区武汉天街5栋1008。","9"
"远航电商有限公司","民营企业","50-150人","互联网/游戏/软件","福建/厦门","福建省厦门市思明区观日路26之5号605-1室","19"
"TCL","民营企业","2000人以上","汽车/机械/制造","广东/惠州","广东省广州市越秀区小北路鹏源发展大厦19楼","15"
"高顿教育","民营企业","2000人以上","教育/培训","四川/成都","成都市春熙路银石广场33楼","23"
